user,item,rating,names
3,3,5.0,Hamburger
3,4,2.0,Pizza Margherita
3,5,5.0,Steak
3,6,5.0,Chicken Burger
3,7,4.0,Fish Filet
3,8,5.0,Grilled Chicken with Vegetables 
3,9,1.0,Escalope
3,10,3.0,Tuna Sandwich 
3,11,5.0,Ravioli
3,12,4.0,Quesadillas
3,14,4.0,Chocolate Tart
3,15,4.0,Lasagna
3,16,5.0,Biryani
3,17,5.0,Croissants
3,18,1.0,Mozzarella Sticks
3,19,5.0,Tacos
3,20,5.0,Ramen Noodles
3,21,5.0,Sushi
3,22,5.0,Tortillas
3,23,5.0,Brownies
3,24,3.0,Pepperoni Pizza
3,25,3.0,Mloukhiyeh
3,26,2.0,Falafel
3,28,4.0,Risotto
3,29,4.0,Ceasar Salad
3,30,3.0,Pasta Salad
3,31,5.0,Chicken Strips
3,32,5.0,French Fries
3,33,1.0,Mashed Potatoes
3,34,3.0,Riz 3a Djej
3,35,3.0,Doughnut
3,36,1.0,Pain Perdu
3,37,5.0,Cookies
3,38,1.0,Lazy Cake
3,39,5.0,Apple Pie
3,40,5.0,Macarons
3,41,5.0,Molten Chocolate Cake
3,42,1.0,Crêpes
3,43,4.0,Pancakes
3,44,5.0,Shawarma
3,46,2.0,Shish Tawook
3,47,4.0,Bruschetta 
3,48,5.0,Spring Rolls
3,49,5.0,Fajitas
3,50,5.0,Lentil Soup
3,52,3.0,Loubye
3,53,5.0,Omelette
3,55,5.0,Salmon Tartare
3,57,5.0,Garlic Bread
3,59,2.0,Roasted Cauliflower
3,60,2.0,Muffins
3,62,2.0,Banana Bread
3,63,5.0,Scrambled Eggs
4,4,1.0,Pizza Margherita
4,5,2.0,Steak
4,8,1.0,Grilled Chicken with Vegetables 
4,9,2.0,Escalope
4,11,1.0,Ravioli
4,12,4.0,Quesadillas
4,13,4.0,Grilled Shrimps
4,15,1.0,Lasagna
4,16,4.0,Biryani
4,17,4.0,Croissants
4,18,2.0,Mozzarella Sticks
4,19,4.0,Tacos
4,21,4.0,Sushi
4,23,4.0,Brownies
4,26,3.0,Falafel
4,27,2.0,Paella
4,28,2.0,Risotto
4,29,4.0,Ceasar Salad
4,30,1.0,Pasta Salad
4,31,1.0,Chicken Strips
4,32,3.0,French Fries
4,33,1.0,Mashed Potatoes
4,35,4.0,Doughnut
4,36,4.0,Pain Perdu
4,37,4.0,Cookies
4,38,4.0,Lazy Cake
4,41,4.0,Molten Chocolate Cake
4,42,3.0,Crêpes
4,43,1.0,Pancakes
4,45,4.0,Tiramisù
4,46,2.0,Shish Tawook
4,47,2.0,Bruschetta 
4,48,4.0,Spring Rolls
4,49,3.0,Fajitas
4,50,3.0,Lentil Soup
4,51,3.0,Fasoolia
4,52,2.0,Loubye
4,53,1.0,Omelette
4,54,4.0,Avocado Toast
4,57,2.0,Garlic Bread
4,58,4.0,Eggplant Parmigiana
4,59,3.0,Roasted Cauliflower
4,60,2.0,Muffins
4,61,4.0,Custard
5,1,4.0,Pesto Pasta
5,2,4.0,Pasta with Tomato Sauce
5,3,5.0,Hamburger
5,4,5.0,Pizza Margherita
5,5,5.0,Steak
5,6,3.0,Chicken Burger
5,7,2.0,Fish Filet
5,8,4.0,Grilled Chicken with Vegetables 
5,9,4.0,Escalope
5,10,1.0,Tuna Sandwich 
5,11,4.0,Ravioli
5,12,5.0,Quesadillas
5,13,4.0,Grilled Shrimps
5,14,3.0,Chocolate Tart
5,15,4.0,Lasagna
5,16,4.0,Biryani
5,17,4.0,Croissants
5,18,5.0,Mozzarella Sticks
5,19,5.0,Tacos
5,20,4.0,Ramen Noodles
5,21,5.0,Sushi
5,22,4.0,Tortillas
5,23,5.0,Brownies
5,24,5.0,Pepperoni Pizza
5,25,1.0,Mloukhiyeh
5,26,5.0,Falafel
5,27,4.0,Paella
5,28,5.0,Risotto
5,29,5.0,Ceasar Salad
5,30,3.0,Pasta Salad
5,31,5.0,Chicken Strips
5,32,5.0,French Fries
5,33,5.0,Mashed Potatoes
5,34,3.0,Riz 3a Djej
5,35,5.0,Doughnut
5,37,5.0,Cookies
5,38,5.0,Lazy Cake
5,39,5.0,Apple Pie
5,40,3.0,Macarons
5,41,5.0,Molten Chocolate Cake
5,42,4.0,Crêpes
5,43,5.0,Pancakes
5,44,5.0,Shawarma
5,45,4.0,Tiramisù
5,46,5.0,Shish Tawook
5,47,3.0,Bruschetta 
5,48,4.0,Spring Rolls
5,49,3.0,Fajitas
5,50,5.0,Lentil Soup
5,51,1.0,Fasoolia
5,52,1.0,Loubye
5,53,4.0,Omelette
5,54,4.0,Avocado Toast
5,55,1.0,Salmon Tartare
5,56,5.0,Guacamole
5,57,5.0,Garlic Bread
5,58,3.0,Eggplant Parmigiana
5,59,5.0,Roasted Cauliflower
5,60,5.0,Muffins
5,61,4.0,Custard
5,62,5.0,Banana Bread
5,63,3.0,Scrambled Eggs
6,1,5.0,Pesto Pasta
6,2,4.0,Pasta with Tomato Sauce
6,3,5.0,Hamburger
6,4,5.0,Pizza Margherita
6,5,5.0,Steak
6,6,5.0,Chicken Burger
6,7,5.0,Fish Filet
6,8,5.0,Grilled Chicken with Vegetables 
6,9,5.0,Escalope
6,10,4.0,Tuna Sandwich 
6,11,4.0,Ravioli
6,12,4.0,Quesadillas
6,13,5.0,Grilled Shrimps
6,14,5.0,Chocolate Tart
6,15,5.0,Lasagna
6,16,5.0,Biryani
6,17,5.0,Croissants
6,18,5.0,Mozzarella Sticks
6,19,3.0,Tacos
6,20,4.0,Ramen Noodles
6,21,5.0,Sushi
6,22,4.0,Tortillas
6,23,5.0,Brownies
6,24,5.0,Pepperoni Pizza
6,25,5.0,Mloukhiyeh
6,26,4.0,Falafel
6,27,5.0,Paella
6,28,5.0,Risotto
6,29,3.0,Ceasar Salad
6,30,5.0,Pasta Salad
6,31,5.0,Chicken Strips
6,32,5.0,French Fries
6,33,5.0,Mashed Potatoes
6,34,5.0,Riz 3a Djej
6,35,4.0,Doughnut
6,36,5.0,Pain Perdu
6,37,5.0,Cookies
6,38,5.0,Lazy Cake
6,39,5.0,Apple Pie
6,40,5.0,Macarons
6,41,5.0,Molten Chocolate Cake
6,42,5.0,Crêpes
6,43,5.0,Pancakes
6,44,5.0,Shawarma
6,45,5.0,Tiramisù
6,46,5.0,Shish Tawook
6,47,5.0,Bruschetta 
6,48,5.0,Spring Rolls
6,49,5.0,Fajitas
6,50,5.0,Lentil Soup
6,51,5.0,Fasoolia
6,52,4.0,Loubye
6,53,5.0,Omelette
6,54,5.0,Avocado Toast
6,55,3.0,Salmon Tartare
6,56,3.0,Guacamole
6,57,5.0,Garlic Bread
6,58,3.0,Eggplant Parmigiana
6,59,4.0,Roasted Cauliflower
6,60,4.0,Muffins
6,61,3.0,Custard
6,62,5.0,Banana Bread
6,63,5.0,Scrambled Eggs
7,1,5.0,Pesto Pasta
7,2,5.0,Pasta with Tomato Sauce
7,3,3.0,Hamburger
7,4,4.0,Pizza Margherita
7,5,4.0,Steak
7,6,3.0,Chicken Burger
7,7,4.0,Fish Filet
7,8,5.0,Grilled Chicken with Vegetables 
7,9,5.0,Escalope
7,10,5.0,Tuna Sandwich 
7,11,4.0,Ravioli
7,12,5.0,Quesadillas
7,13,5.0,Grilled Shrimps
7,14,3.0,Chocolate Tart
7,15,5.0,Lasagna
7,16,3.0,Biryani
7,17,5.0,Croissants
7,18,4.0,Mozzarella Sticks
7,19,4.0,Tacos
7,20,3.0,Ramen Noodles
7,21,4.0,Sushi
7,22,5.0,Tortillas
7,23,5.0,Brownies
7,24,2.0,Pepperoni Pizza
7,25,2.0,Mloukhiyeh
7,26,4.0,Falafel
7,27,4.0,Paella
7,28,4.0,Risotto
7,29,5.0,Ceasar Salad
7,30,4.0,Pasta Salad
7,31,5.0,Chicken Strips
7,32,4.0,French Fries
7,33,5.0,Mashed Potatoes
7,34,5.0,Riz 3a Djej
7,35,4.0,Doughnut
7,36,5.0,Pain Perdu
7,37,5.0,Cookies
7,38,3.0,Lazy Cake
7,39,5.0,Apple Pie
7,40,5.0,Macarons
7,41,3.0,Molten Chocolate Cake
7,42,4.0,Crêpes
7,43,5.0,Pancakes
7,44,3.0,Shawarma
7,45,5.0,Tiramisù
7,46,5.0,Shish Tawook
7,47,4.0,Bruschetta 
7,48,4.0,Spring Rolls
7,49,5.0,Fajitas
7,50,3.0,Lentil Soup
7,51,2.0,Fasoolia
7,52,5.0,Loubye
7,53,2.0,Omelette
7,54,4.0,Avocado Toast
7,55,5.0,Salmon Tartare
7,56,5.0,Guacamole
7,57,4.0,Garlic Bread
7,58,2.0,Eggplant Parmigiana
7,59,2.0,Roasted Cauliflower
7,60,4.0,Muffins
7,61,5.0,Custard
7,62,4.0,Banana Bread
7,63,4.0,Scrambled Eggs
8,1,4.0,Pesto Pasta
8,2,4.0,Pasta with Tomato Sauce
8,3,5.0,Hamburger
8,4,5.0,Pizza Margherita
8,5,3.0,Steak
8,6,5.0,Chicken Burger
8,7,3.0,Fish Filet
8,8,5.0,Grilled Chicken with Vegetables 
8,9,5.0,Escalope
8,10,4.0,Tuna Sandwich 
8,11,4.0,Ravioli
8,12,4.0,Quesadillas
8,13,3.0,Grilled Shrimps
8,14,4.0,Chocolate Tart
8,15,5.0,Lasagna
8,16,5.0,Biryani
8,17,4.0,Croissants
8,18,5.0,Mozzarella Sticks
8,19,4.0,Tacos
8,20,3.0,Ramen Noodles
8,21,1.0,Sushi
8,22,5.0,Tortillas
8,23,5.0,Brownies
8,24,4.0,Pepperoni Pizza
8,25,3.0,Mloukhiyeh
8,26,4.0,Falafel
8,27,5.0,Paella
8,28,4.0,Risotto
8,29,5.0,Ceasar Salad
8,30,5.0,Pasta Salad
8,31,5.0,Chicken Strips
8,32,5.0,French Fries
8,33,4.0,Mashed Potatoes
8,34,5.0,Riz 3a Djej
8,35,4.0,Doughnut
8,36,5.0,Pain Perdu
8,37,5.0,Cookies
8,38,5.0,Lazy Cake
8,39,5.0,Apple Pie
8,40,4.0,Macarons
8,41,5.0,Molten Chocolate Cake
8,42,5.0,Crêpes
8,43,5.0,Pancakes
8,44,5.0,Shawarma
8,45,4.0,Tiramisù
8,46,5.0,Shish Tawook
8,47,5.0,Bruschetta 
8,48,4.0,Spring Rolls
8,49,5.0,Fajitas
8,50,5.0,Lentil Soup
8,51,3.0,Fasoolia
8,52,4.0,Loubye
8,53,3.0,Omelette
8,54,3.0,Avocado Toast
8,55,4.0,Salmon Tartare
8,56,5.0,Guacamole
8,57,5.0,Garlic Bread
8,59,3.0,Roasted Cauliflower
8,60,5.0,Muffins
8,61,5.0,Custard
8,62,5.0,Banana Bread
8,63,4.0,Scrambled Eggs
9,1,4.0,Pesto Pasta
9,2,3.0,Pasta with Tomato Sauce
9,3,5.0,Hamburger
9,4,5.0,Pizza Margherita
9,5,5.0,Steak
9,6,4.0,Chicken Burger
9,7,3.0,Fish Filet
9,8,5.0,Grilled Chicken with Vegetables 
9,9,5.0,Escalope
9,10,3.0,Tuna Sandwich 
9,11,3.0,Ravioli
9,12,4.0,Quesadillas
9,13,4.0,Grilled Shrimps
9,15,5.0,Lasagna
9,17,4.0,Croissants
9,18,5.0,Mozzarella Sticks
9,22,3.0,Tortillas
9,23,5.0,Brownies
9,24,4.0,Pepperoni Pizza
9,25,5.0,Mloukhiyeh
9,26,3.0,Falafel
9,27,5.0,Paella
9,29,3.0,Ceasar Salad
9,30,4.0,Pasta Salad
9,31,5.0,Chicken Strips
9,32,5.0,French Fries
9,33,5.0,Mashed Potatoes
9,34,5.0,Riz 3a Djej
9,35,5.0,Doughnut
9,36,5.0,Pain Perdu
9,37,4.0,Cookies
9,40,5.0,Macarons
9,41,5.0,Molten Chocolate Cake
9,42,5.0,Crêpes
9,43,3.0,Pancakes
9,44,4.0,Shawarma
9,45,3.0,Tiramisù
9,46,4.0,Shish Tawook
9,48,5.0,Spring Rolls
9,49,4.0,Fajitas
9,50,3.0,Lentil Soup
9,51,3.0,Fasoolia
9,52,3.0,Loubye
9,53,3.0,Omelette
9,55,1.0,Salmon Tartare
9,56,4.0,Guacamole
9,57,4.0,Garlic Bread
9,59,4.0,Roasted Cauliflower
9,60,5.0,Muffins
9,61,5.0,Custard
9,63,3.0,Scrambled Eggs
10,1,1.0,Pesto Pasta
10,2,5.0,Pasta with Tomato Sauce
10,3,5.0,Hamburger
10,4,4.0,Pizza Margherita
10,5,3.0,Steak
10,6,5.0,Chicken Burger
10,7,2.0,Fish Filet
10,8,5.0,Grilled Chicken with Vegetables 
10,9,5.0,Escalope
10,10,4.0,Tuna Sandwich 
10,11,4.0,Ravioli
10,13,3.0,Grilled Shrimps
10,14,3.0,Chocolate Tart
10,15,5.0,Lasagna
10,16,3.0,Biryani
10,17,4.0,Croissants
10,18,5.0,Mozzarella Sticks
10,20,2.0,Ramen Noodles
10,21,2.0,Sushi
10,22,3.0,Tortillas
10,23,5.0,Brownies
10,24,5.0,Pepperoni Pizza
10,25,5.0,Mloukhiyeh
10,26,3.0,Falafel
10,29,2.0,Ceasar Salad
10,30,3.0,Pasta Salad
10,31,3.0,Chicken Strips
10,32,5.0,French Fries
10,33,1.0,Mashed Potatoes
10,34,4.0,Riz 3a Djej
10,35,5.0,Doughnut
10,37,5.0,Cookies
10,38,5.0,Lazy Cake
10,39,2.0,Apple Pie
10,40,5.0,Macarons
10,41,5.0,Molten Chocolate Cake
10,42,5.0,Crêpes
10,43,4.0,Pancakes
10,44,5.0,Shawarma
10,45,5.0,Tiramisù
10,46,4.0,Shish Tawook
10,48,3.0,Spring Rolls
10,49,4.0,Fajitas
10,50,2.0,Lentil Soup
10,51,5.0,Fasoolia
10,52,3.0,Loubye
10,53,2.0,Omelette
10,54,2.0,Avocado Toast
10,55,3.0,Salmon Tartare
10,56,3.0,Guacamole
10,57,4.0,Garlic Bread
10,59,3.0,Roasted Cauliflower
10,60,5.0,Muffins
10,61,3.0,Custard
10,63,3.0,Scrambled Eggs
11,1,5.0,Pesto Pasta
11,2,4.0,Pasta with Tomato Sauce
11,3,5.0,Hamburger
11,4,5.0,Pizza Margherita
11,5,5.0,Steak
11,6,4.0,Chicken Burger
11,7,4.0,Fish Filet
11,8,3.0,Grilled Chicken with Vegetables 
11,9,4.0,Escalope
11,10,3.0,Tuna Sandwich 
11,11,5.0,Ravioli
11,12,3.0,Quesadillas
11,13,5.0,Grilled Shrimps
11,14,3.0,Chocolate Tart
11,15,4.0,Lasagna
11,16,5.0,Biryani
11,17,4.0,Croissants
11,18,4.0,Mozzarella Sticks
11,19,4.0,Tacos
11,20,4.0,Ramen Noodles
11,21,5.0,Sushi
11,22,3.0,Tortillas
11,23,5.0,Brownies
11,24,4.0,Pepperoni Pizza
11,25,3.0,Mloukhiyeh
11,26,4.0,Falafel
11,27,3.0,Paella
11,28,4.0,Risotto
11,29,3.0,Ceasar Salad
11,30,3.0,Pasta Salad
11,31,4.0,Chicken Strips
11,32,5.0,French Fries
11,33,3.0,Mashed Potatoes
11,34,3.0,Riz 3a Djej
11,35,5.0,Doughnut
11,36,5.0,Pain Perdu
11,37,5.0,Cookies
11,38,5.0,Lazy Cake
11,39,3.0,Apple Pie
11,40,3.0,Macarons
11,41,3.0,Molten Chocolate Cake
11,42,5.0,Crêpes
11,43,5.0,Pancakes
11,44,4.0,Shawarma
11,45,4.0,Tiramisù
11,46,3.0,Shish Tawook
11,47,3.0,Bruschetta 
11,48,2.0,Spring Rolls
11,49,3.0,Fajitas
11,50,3.0,Lentil Soup
11,51,2.0,Fasoolia
11,52,3.0,Loubye
11,54,2.0,Avocado Toast
11,55,4.0,Salmon Tartare
11,56,4.0,Guacamole
11,57,5.0,Garlic Bread
11,58,2.0,Eggplant Parmigiana
11,59,3.0,Roasted Cauliflower
11,60,3.0,Muffins
11,61,3.0,Custard
11,62,3.0,Banana Bread
11,63,4.0,Scrambled Eggs
12,1,5.0,Pesto Pasta
12,2,5.0,Pasta with Tomato Sauce
12,3,5.0,Hamburger
12,4,5.0,Pizza Margherita
12,5,5.0,Steak
12,6,5.0,Chicken Burger
12,7,5.0,Fish Filet
12,8,5.0,Grilled Chicken with Vegetables 
12,9,5.0,Escalope
12,10,5.0,Tuna Sandwich 
12,11,3.0,Ravioli
12,12,4.0,Quesadillas
12,13,2.0,Grilled Shrimps
12,14,5.0,Chocolate Tart
12,15,4.0,Lasagna
12,16,5.0,Biryani
12,17,5.0,Croissants
12,18,5.0,Mozzarella Sticks
12,19,5.0,Tacos
12,20,3.0,Ramen Noodles
12,21,2.0,Sushi
12,22,5.0,Tortillas
12,23,5.0,Brownies
12,24,5.0,Pepperoni Pizza
12,25,4.0,Mloukhiyeh
12,26,5.0,Falafel
12,27,2.0,Paella
12,28,3.0,Risotto
12,29,4.0,Ceasar Salad
12,30,3.0,Pasta Salad
12,31,5.0,Chicken Strips
12,32,5.0,French Fries
12,33,5.0,Mashed Potatoes
12,34,4.0,Riz 3a Djej
12,35,5.0,Doughnut
12,36,2.0,Pain Perdu
12,37,5.0,Cookies
12,38,5.0,Lazy Cake
12,39,5.0,Apple Pie
12,40,5.0,Macarons
12,41,5.0,Molten Chocolate Cake
12,42,5.0,Crêpes
12,43,5.0,Pancakes
12,44,5.0,Shawarma
12,45,3.0,Tiramisù
12,46,4.0,Shish Tawook
12,47,3.0,Bruschetta 
12,48,3.0,Spring Rolls
12,49,5.0,Fajitas
12,50,3.0,Lentil Soup
12,51,1.0,Fasoolia
12,52,2.0,Loubye
12,53,5.0,Omelette
12,54,3.0,Avocado Toast
12,55,3.0,Salmon Tartare
12,56,3.0,Guacamole
12,57,5.0,Garlic Bread
12,58,3.0,Eggplant Parmigiana
12,59,3.0,Roasted Cauliflower
12,60,5.0,Muffins
12,61,5.0,Custard
12,62,4.0,Banana Bread
12,63,4.0,Scrambled Eggs
13,1,4.0,Pesto Pasta
13,2,5.0,Pasta with Tomato Sauce
13,3,4.0,Hamburger
13,4,4.0,Pizza Margherita
13,5,5.0,Steak
13,6,5.0,Chicken Burger
13,7,5.0,Fish Filet
13,8,5.0,Grilled Chicken with Vegetables 
13,9,5.0,Escalope
13,10,4.0,Tuna Sandwich 
13,11,3.0,Ravioli
13,12,4.0,Quesadillas
13,13,2.0,Grilled Shrimps
13,14,5.0,Chocolate Tart
13,15,5.0,Lasagna
13,16,4.0,Biryani
13,17,5.0,Croissants
13,18,5.0,Mozzarella Sticks
13,19,5.0,Tacos
13,20,5.0,Ramen Noodles
13,21,5.0,Sushi
13,22,5.0,Tortillas
13,23,5.0,Brownies
13,24,5.0,Pepperoni Pizza
13,25,4.0,Mloukhiyeh
13,26,4.0,Falafel
13,27,4.0,Paella
13,28,3.0,Risotto
13,29,4.0,Ceasar Salad
13,30,5.0,Pasta Salad
13,31,5.0,Chicken Strips
13,32,5.0,French Fries
13,33,3.0,Mashed Potatoes
13,34,3.0,Riz 3a Djej
13,35,4.0,Doughnut
13,36,4.0,Pain Perdu
13,37,5.0,Cookies
13,38,4.0,Lazy Cake
13,39,3.0,Apple Pie
13,40,2.0,Macarons
13,41,5.0,Molten Chocolate Cake
13,42,5.0,Crêpes
13,43,5.0,Pancakes
13,44,5.0,Shawarma
13,45,5.0,Tiramisù
13,46,5.0,Shish Tawook
13,47,5.0,Bruschetta 
13,48,3.0,Spring Rolls
13,49,5.0,Fajitas
13,50,2.0,Lentil Soup
13,51,5.0,Fasoolia
13,52,2.0,Loubye
13,53,3.0,Omelette
13,54,4.0,Avocado Toast
13,55,3.0,Salmon Tartare
13,56,4.0,Guacamole
13,57,5.0,Garlic Bread
13,58,4.0,Eggplant Parmigiana
13,59,4.0,Roasted Cauliflower
13,60,4.0,Muffins
13,61,3.0,Custard
13,62,3.0,Banana Bread
13,63,3.0,Scrambled Eggs
14,1,5.0,Pesto Pasta
14,2,5.0,Pasta with Tomato Sauce
14,3,5.0,Hamburger
14,4,5.0,Pizza Margherita
14,5,5.0,Steak
14,6,5.0,Chicken Burger
14,7,4.0,Fish Filet
14,8,5.0,Grilled Chicken with Vegetables 
14,9,5.0,Escalope
14,10,5.0,Tuna Sandwich 
14,11,5.0,Ravioli
14,12,5.0,Quesadillas
14,13,5.0,Grilled Shrimps
14,14,3.0,Chocolate Tart
14,15,5.0,Lasagna
14,16,5.0,Biryani
14,17,2.0,Croissants
14,18,5.0,Mozzarella Sticks
14,19,5.0,Tacos
14,20,4.0,Ramen Noodles
14,21,5.0,Sushi
14,22,5.0,Tortillas
14,23,5.0,Brownies
14,24,5.0,Pepperoni Pizza
14,25,5.0,Mloukhiyeh
14,26,5.0,Falafel
14,27,5.0,Paella
14,28,4.0,Risotto
14,29,2.0,Ceasar Salad
14,30,5.0,Pasta Salad
14,31,5.0,Chicken Strips
14,32,3.0,French Fries
14,33,4.0,Mashed Potatoes
14,34,5.0,Riz 3a Djej
14,35,3.0,Doughnut
14,36,4.0,Pain Perdu
14,37,2.0,Cookies
14,38,3.0,Lazy Cake
14,39,3.0,Apple Pie
14,40,4.0,Macarons
14,41,1.0,Molten Chocolate Cake
14,42,2.0,Crêpes
14,43,5.0,Pancakes
14,44,5.0,Shawarma
14,45,3.0,Tiramisù
14,46,5.0,Shish Tawook
14,47,5.0,Bruschetta 
14,48,5.0,Spring Rolls
14,49,4.0,Fajitas
14,50,5.0,Lentil Soup
14,51,4.0,Fasoolia
14,52,3.0,Loubye
14,53,2.0,Omelette
14,54,5.0,Avocado Toast
14,55,5.0,Salmon Tartare
14,56,5.0,Guacamole
14,57,5.0,Garlic Bread
14,58,5.0,Eggplant Parmigiana
14,59,5.0,Roasted Cauliflower
14,60,2.0,Muffins
14,61,2.0,Custard
14,62,3.0,Banana Bread
14,63,2.0,Scrambled Eggs
15,1,5.0,Pesto Pasta
15,2,5.0,Pasta with Tomato Sauce
15,3,2.0,Hamburger
15,4,5.0,Pizza Margherita
15,6,4.0,Chicken Burger
15,7,5.0,Fish Filet
15,8,3.0,Grilled Chicken with Vegetables 
15,9,4.0,Escalope
15,10,3.0,Tuna Sandwich 
15,11,5.0,Ravioli
15,12,5.0,Quesadillas
15,13,4.0,Grilled Shrimps
15,14,5.0,Chocolate Tart
15,15,5.0,Lasagna
15,16,3.0,Biryani
15,17,5.0,Croissants
15,18,5.0,Mozzarella Sticks
15,19,5.0,Tacos
15,20,5.0,Ramen Noodles
15,22,5.0,Tortillas
15,23,5.0,Brownies
15,24,5.0,Pepperoni Pizza
15,26,4.0,Falafel
15,27,1.0,Paella
15,28,4.0,Risotto
15,29,5.0,Ceasar Salad
15,30,5.0,Pasta Salad
15,31,5.0,Chicken Strips
15,32,5.0,French Fries
15,33,5.0,Mashed Potatoes
15,34,5.0,Riz 3a Djej
15,35,5.0,Doughnut
15,36,5.0,Pain Perdu
15,37,5.0,Cookies
15,38,5.0,Lazy Cake
15,39,3.0,Apple Pie
15,40,5.0,Macarons
15,41,5.0,Molten Chocolate Cake
15,42,5.0,Crêpes
15,43,5.0,Pancakes
15,44,5.0,Shawarma
15,45,5.0,Tiramisù
15,46,4.0,Shish Tawook
15,47,3.0,Bruschetta 
15,48,2.0,Spring Rolls
15,49,5.0,Fajitas
15,50,4.0,Lentil Soup
15,51,4.0,Fasoolia
15,52,1.0,Loubye
15,53,5.0,Omelette
15,54,5.0,Avocado Toast
15,55,2.0,Salmon Tartare
15,56,5.0,Guacamole
15,57,5.0,Garlic Bread
15,59,5.0,Roasted Cauliflower
15,60,5.0,Muffins
15,61,5.0,Custard
15,62,4.0,Banana Bread
15,63,5.0,Scrambled Eggs
16,1,5.0,Pesto Pasta
16,2,5.0,Pasta with Tomato Sauce
16,3,4.0,Hamburger
16,4,4.0,Pizza Margherita
16,5,5.0,Steak
16,6,3.0,Chicken Burger
16,7,3.0,Fish Filet
16,8,5.0,Grilled Chicken with Vegetables 
16,9,4.0,Escalope
16,10,3.0,Tuna Sandwich 
16,11,3.0,Ravioli
16,12,4.0,Quesadillas
16,13,3.0,Grilled Shrimps
16,14,4.0,Chocolate Tart
16,15,3.0,Lasagna
16,16,3.0,Biryani
16,17,4.0,Croissants
16,18,5.0,Mozzarella Sticks
16,19,3.0,Tacos
16,20,5.0,Ramen Noodles
16,21,5.0,Sushi
16,22,4.0,Tortillas
16,23,5.0,Brownies
16,24,4.0,Pepperoni Pizza
16,25,5.0,Mloukhiyeh
16,26,4.0,Falafel
16,27,3.0,Paella
16,28,4.0,Risotto
16,29,3.0,Ceasar Salad
16,30,5.0,Pasta Salad
16,31,5.0,Chicken Strips
16,32,5.0,French Fries
16,33,3.0,Mashed Potatoes
16,34,4.0,Riz 3a Djej
16,35,3.0,Doughnut
16,36,1.0,Pain Perdu
16,37,5.0,Cookies
16,38,3.0,Lazy Cake
16,39,3.0,Apple Pie
16,40,3.0,Macarons
16,41,4.0,Molten Chocolate Cake
16,42,1.0,Crêpes
16,43,4.0,Pancakes
16,44,3.0,Shawarma
16,45,3.0,Tiramisù
16,46,3.0,Shish Tawook
16,47,3.0,Bruschetta 
16,48,3.0,Spring Rolls
16,49,4.0,Fajitas
16,50,3.0,Lentil Soup
16,51,5.0,Fasoolia
16,52,4.0,Loubye
16,53,3.0,Omelette
16,54,4.0,Avocado Toast
16,55,3.0,Salmon Tartare
16,56,4.0,Guacamole
16,57,5.0,Garlic Bread
16,58,3.0,Eggplant Parmigiana
16,59,1.0,Roasted Cauliflower
16,60,5.0,Muffins
16,61,4.0,Custard
16,62,4.0,Banana Bread
16,63,3.0,Scrambled Eggs
17,1,4.0,Pesto Pasta
17,2,5.0,Pasta with Tomato Sauce
17,3,4.0,Hamburger
